year,state,Black,Other,White,Female,Male,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
1998-01-01,MA,405072,252871,5613895,3253399,3018439,78228,79232,79986,82604,84140,84552,86251,88588,91111,90169,86466,82686,82963,81487,78664,79513,78897,76115,81437,83862,79571,77441,74485,76410,78400,83126,94469,107436,99880,96589,98747,95510,101327,104800,109088,110685,109370,107268,105147,107239,108296,103075,99245,97291,95502,94621,89935,86507,83806,86534,87549,91822,65854,66410,67362,70029,58964,54786,50653,50088,49551,45613,45665,46564,43473,43367,43647,46521,45096,44127,45133,43359,42235,43106,41759,39720,39576,37235,33505,31482,29631,27272,26016,23047,20976,111894
1998-01-01,MD,1471996,228564,3503904,2691090,2513374,70542,71182,69464,71865,74501,76041,78076,81322,80996,79198,78365,75569,74626,73274,71274,72844,71331,68257,66300,63946,62862,60556,58240,59637,60370,64568,65751,72944,74641,77027,81596,81918,85997,90161,94077,94965,94326,93131,91818,92634,93547,88955,85788,84080,82049,81587,77441,75541,73027,75106,76038,79155,57372,57958,58390,61288,51361,48143,44873,43804,43025,38652,37845,37615,35136,34473,34071,35691,33585,32916,33227,31084,29949,29976,28933,28076,27122,25676,22737,21117,19424,16869,15557,14081,12345,63587
1998-01-01,ME,7432,16439,1235256,647065,612062,13485,14053,14006,14429,15079,15738,16959,17496,18252,18345,18431,18088,18586,18656,18282,18597,18374,17640,17483,16585,15227,14673,13546,13302,13139,13839,14654,15654,15523,15352,15827,15878,17375,18695,19903,20843,21380,21293,21123,22084,22384,21652,20998,20993,20957,20582,20156,18751,18740,19343,19465,19638,13902,14134,14423,15117,12851,11659,11316,11299,11207,10460,10437,10642,10084,9905,10028,10378,10344,9743,9857,9401,9093,8979,8691,8253,7823,7569,6643,6152,5858,5404,4953,4555,4148,22286
1998-01-01,MI,1441513,240356,8166073,5028059,4819883,130002,133458,133720,136353,140955,144128,148463,152285,157175,152935,149165,143216,146047,145385,140812,144709,144155,143380,145630,141576,134638,131375,122462,122797,122233,127126,132163,142394,140980,139718,139682,139727,140929,146689,156035,160298,162101,159910,160245,164706,168869,164117,158645,156249,153050,151068,144710,137668,135366,136159,135613,140541,100159,101246,105723,111173,95237,88147,82413,82192,80622,73706,72680,72668,67731,66709,65487,69212,67482,67051,67475,63905,62563,62799,60687,57273,55424,52276,46543,42919,39690,36356,34288,30845,27337,136112
1998-01-01,MN,169213,195575,4448624,2436014,2377398,63511,64696,64214,64580,66355,68367,69820,71046,74035,74983,74220,73092,74566,74823,73101,75544,75110,73877,72739,69277,65065,62101,57956,58792,57756,59374,61170,67521,67503,67577,68091,68995,71099,75486,80713,83815,84398,84386,84177,85308,84664,80999,77874,76315,75806,74445,71929,67258,65379,64884,63423,65525,47079,47493,49141,50724,43333,40829,38409,38647,37535,34593,33080,33546,31232,30227,30819,31801,31243,29979,30343,28786,27878,28234,27190,26669,26026,25333,22604,21211,19911,18814,17747,16705,15173,83338
1998-01-01,MO,633777,90607,4797381,2842620,2679145,72373,73746,73577,73675,76019,77501,80386,81792,81622,81792,81537,80883,82074,81822,80940,83714,83580,81966,82495,79952,76397,73389,68239,69223,66786,69283,72525,78784,75270,73026,73143,72753,75462,81010,85829,90299,90598,90329,89821,90666,91833,88164,84469,83226,82248,80729,77168,72901,72450,72804,73156,76496,55249,57134,58950,61744,54145,50679,48801,48803,47478,43970,43198,44778,42635,41574,42061,43429,41557,40043,40442,38082,37186,37197,35892,34538,33681,31920,29066,26316,24842,22486,20937,19242,17451,96337
1998-01-01,MS,1028123,28012,1748699,1454123,1350711,40682,40059,39443,40364,42233,42366,43342,43808,42580,42680,42797,42230,43271,44429,43590,45859,46521,47467,48492,48874,46510,44009,40945,40118,38498,39169,40993,43206,38924,36560,35702,34718,36106,38705,41294,43172,42444,42395,42570,42842,43928,42403,41439,40767,40015,39382,36981,35567,35133,35714,35907,36490,27049,27510,28271,29200,25623,24347,23418,23807,24154,22002,21966,21597,20355,20069,19464,20895,19482,19100,19064,17867,17026,17337,16112,15378,15001,14189,12611,11647,11577,9693,8514,8088,7357,41371
1998-01-01,MT,3034,61733,827664,448397,444034,10549,10901,10890,10950,11232,12118,12336,12451,13035,13315,13750,13499,14023,14266,14342,14813,14800,14476,14334,13255,12546,12136,11298,10962,10291,10157,9710,10071,9963,9949,9995,9879,10137,11119,12087,13233,13720,14033,14711,15220,15703,15088,15098,15088,15370,15262,14470,13742,13339,13459,13139,13462,9507,9544,10023,10416,8933,8606,8163,8181,7850,7368,7094,7364,6713,6518,6452,6636,6586,6365,6544,6093,5766,5704,5542,5343,5385,5045,4679,4215,4157,3805,3496,3229,2843,14494
1998-01-01,NC,1733013,207313,5868795,3999251,3809870,106251,102948,101000,102380,105318,109342,110283,112145,111152,110590,108498,104262,103866,102455,99114,102614,101286,101250,108012,113637,115902,113616,107096,107253,107315,113277,121930,134860,128839,124279,119892,113247,116261,122919,129194,132983,131024,129234,127368,128183,130013,124609,120775,118987,117207,115347,111005,106222,104650,106336,109329,112270,82669,83472,85498,88377,76000,71516,67814,68053,67807,61770,62190,62809,59135,58003,56796,59407,55772,53162,54465,51554,49088,48345,45995,44729,43281,39645,35941,32798,30673,26884,24459,22331,19927,100931
1998-01-01,ND,3720,34682,609130,324271,323261,7845,8274,8228,7992,8249,8200,8472,8562,9410,9513,9468,9430,9870,9977,10100,10761,10640,10457,10952,11431,11075,10572,9953,9133,8203,8160,8239,8908,8559,7916,7785,7428,7567,8145,8823,9686,9821,10064,10225,10563,10697,10512,10086,10199,10280,9891,9387,8866,8586,8403,8114,8122,6031,6117,6475,6437,5708,5205,5092,5253,5149,4961,4944,5223,4844,4651,4724,4897,4811,4556,4856,4690,4475,4463,4420,4160,4044,3830,3610,3323,3245,2968,2974,2785,2561,14251
1998-01-01,NE,70394,36154,1589268,861988,833828,22886,23488,22876,23101,23231,23758,24164,24844,25920,25798,25788,25148,25908,26572,26221,27421,27202,26866,26627,26257,24675,24201,22778,22507,21725,22042,22320,23415,22533,21539,21641,21890,22328,23495,25263,26655,26875,27153,27207,27311,27741,26792,26015,25710,25943,25458,24634,22820,22548,22615,21862,22528,16093,16177,16900,17469,15086,13763,13605,13817,13681,12603,12525,13081,12097,11880,12000,12499,12459,11960,12041,11718,11172,11134,10907,10244,10271,9712,8858,8256,7805,7210,6890,6278,5818,33512
1998-01-01,NH,9635,17866,1178439,613851,592089,14255,15039,15158,15680,16236,16782,17282,17947,19115,19395,18550,17959,18123,17734,17165,17267,17041,16564,16301,16056,14713,14145,12575,12199,12122,12896,14521,16654,16226,16045,15920,16029,17619,19742,21164,22081,22307,22338,22018,23223,23091,22077,20910,20603,20185,19962,19071,17807,17376,17870,18494,18926,13151,13101,13218,14058,11709,10477,10011,9822,9714,8701,8704,8824,8379,8251,8289,8499,8380,7873,8164,7467,7146,7253,6899,6728,6287,6155,5468,5189,4714,4400,3990,3653,3283,17425
1998-01-01,NJ,1217158,489519,6580741,4269168,4018250,108965,109611,111223,115164,118553,119549,121679,122620,119825,118287,117469,113360,110456,108293,105425,107305,107751,106545,101906,95035,94983,94460,92049,96298,97437,102231,103376,111727,115517,120523,127120,128270,134579,139930,146614,149265,147237,148045,144818,145039,146953,139400,136104,132509,126657,125202,118726,116275,112162,113553,117676,121504,90832,90991,92529,97004,81511,77777,71776,70102,70916,64194,63915,63806,59631,58656,59750,62841,61132,60136,61398,57550,56051,56403,54379,51889,50683,47992,42756,40536,38134,33365,31825,28530,25075,128093
1998-01-01,NM,41649,196947,1554888,910763,882721,26432,26476,26093,26362,27308,28488,28724,28887,28561,28546,28731,29077,29557,30226,29369,30321,30151,29492,28396,27024,25519,24688,23247,23068,22676,22605,22360,22847,22651,22949,23875,23700,24104,25505,27375,29314,28918,29397,28748,28817,29320,28521,27372,27093,26983,26994,25546,24690,24198,24473,24244,24568,17915,18424,18374,18897,16473,15721,15054,15030,15123,13603,13296,13910,12990,12565,12515,12836,12573,11721,11854,10758,10360,10276,9885,9230,8966,8216,7583,6744,6477,5661,5228,4806,4275,21559
1998-01-01,NV,136640,121532,1595019,910193,942998,27794,27103,26619,27405,27164,27489,26930,27853,28049,26710,26310,25095,24990,24631,23812,24040,24062,23368,23062,22269,22222,22358,22456,23672,24282,25817,25673,27250,29295,31197,32022,31183,31768,32223,32759,33414,32396,31932,31116,30292,30959,29362,29232,28432,27193,27257,25599,25143,24499,24922,25816,26651,20130,20602,20621,22051,18806,18570,17527,16972,16778,15349,15369,15161,14137,14264,14034,14440,13567,13180,13186,11857,11332,11175,10730,9885,9325,8528,7366,6504,6006,5038,4628,4040,3465,15421
1998-01-01,NY,3378440,1182239,14195227,9709173,9046733,241756,243145,248794,260174,270725,271005,275336,279727,271913,265980,264290,254969,253105,251165,245382,252467,253154,249053,252331,254918,251610,246311,235225,238373,237465,250462,261527,293799,286213,285445,292018,283171,300610,305313,315905,325873,317051,322554,309380,306725,314720,293717,296979,288026,270026,274272,260309,264404,252281,249148,257658,263605,202244,202438,201150,209150,178537,178840,164945,157837,160502,145976,149603,148133,135156,134580,133373,137550,131836,130784,133999,124367,120575,119960,117304,111447,107953,101686,90308,85348,81318,71012,67623,61280,54452,295076
1998-01-01,OH,1333730,162235,9815571,5827589,5483947,148856,151572,151074,152076,157696,158186,163951,166044,166756,167344,164664,162466,163954,164029,160158,165801,166064,165564,165591,160881,154071,149150,139192,139809,137362,143246,149100,162178,158530,156419,155845,153164,155668,164669,174898,179279,181357,180866,181750,188801,194397,187883,179327,176911,174270,172545,164759,156903,155292,157384,159588,164397,114558,114988,116806,126009,109696,104084,98310,99372,98113,90095,88582,89295,83194,82138,80570,85075,83415,82473,83735,79409,77960,78462,75583,71219,70139,64895,58551,53257,49857,45361,42474,38381,34103,169640
1998-01-01,OK,271627,350035,2783532,1735317,1669877,47403,47571,45593,44966,46663,48471,49868,50448,50467,49979,49889,49757,51123,51954,52110,54390,54583,53266,53338,52490,51370,49557,46520,46458,44401,45175,45897,48108,46135,44727,43447,42252,43257,45913,50106,53177,53220,53564,53001,53694,54527,52483,50913,50586,50134,49332,46680,44471,43298,44470,44958,47076,34092,35947,36615,37656,33139,31101,30533,30376,29781,27080,27524,28462,26854,26243,26248,26812,25470,24703,24695,22955,22110,21963,21676,20311,20345,18950,17062,15663,14758,13274,12405,10914,9756,56485
1998-01-01,OR,64508,165764,3122177,1693259,1659190,43559,43686,43454,44166,43995,44558,45049,47255,48600,48186,48070,47275,47381,47973,47125,48675,49549,49372,49167,46350,45468,44309,42666,42929,42308,43176,43648,48007,48462,47324,47344,45427,45473,46576,48980,52013,52708,52888,52612,53923,55841,54955,54453,55476,56053,56272,54235,51834,50139,50450,50685,51851,37018,37081,37298,38369,32905,30472,29058,28397,27278,24810,24477,24776,22937,22702,22869,23575,22979,22399,22619,21596,21058,21525,21220,20504,20371,19533,17679,16367,15131,13846,12879,11727,10516,54548
1998-01-01,PA,1262645,237588,10745439,6344553,5901119,140879,143961,146144,152349,159557,163017,167904,171095,172941,173269,172360,169995,169760,168605,164803,168985,169335,165326,171249,169322,160715,156030,142336,138886,136640,142881,153686,170185,165965,162692,159382,155326,162838,175275,185268,190952,194081,195412,196097,203218,207682,201339,194444,191999,188541,187163,179866,170711,165349,166875,172688,178533,127189,127657,130938,140163,120822,114519,107297,108791,107765,100611,100037,102073,96492,96106,96582,103770,103139,102416,104929,100332,99797,100105,98125,92343,90007,84193,76667,71095,67336,60759,57147,51743,45922,224894
1998-01-01,RI,59143,31361,940651,536230,494925,12411,12958,12765,12799,13179,14064,14461,14524,14437,14085,13948,13423,13238,13235,12696,13184,13246,13107,15344,16875,15749,14943,12804,12178,12014,12542,15157,17297,15623,14208,14220,13662,14674,15492,16942,17491,17379,17184,17241,17298,17532,17021,16359,16094,15876,15519,14457,13856,13657,13788,14165,14596,10558,10881,10869,11329,9345,8900,8230,8291,8309,7431,7587,7624,7215,7212,7327,7904,7438,7858,7910,7806,7764,8048,7888,7284,7116,6913,6215,5723,5422,4976,4774,4262,3787,19962
1998-01-01,SC,1181039,48617,2689579,2021198,1898037,52321,51106,51118,52127,54380,56164,58234,59969,59164,58484,57693,56408,56140,56162,55030,57422,57667,56782,60454,61301,58662,56866,52712,52805,51302,53919,57162,61536,57591,55130,54683,53348,55318,58093,62563,63632,63268,61531,60904,61242,63899,61487,59807,59529,58282,58321,55448,53922,52731,53731,55001,55894,41807,42905,43455,44680,38260,36815,35244,34793,34069,31245,31169,31851,30424,30293,29863,30728,28438,26962,27286,25290,24445,23828,23260,22237,21487,20019,17729,16192,15258,12836,11553,10619,9289,46461
1998-01-01,SD,4528,65084,676446,376849,369209,9845,10259,10103,10116,10267,10681,11044,11115,11484,11539,11661,11805,11823,12385,12373,12756,12910,12620,12689,11832,11343,10723,9827,9647,8960,8849,8859,9309,9253,9041,8858,8886,9010,9616,10638,11405,11687,11689,11704,11805,11962,11619,11474,11371,11419,10993,10701,9832,9622,9479,9092,9295,6773,6870,7364,7393,6388,5971,5909,6030,5971,5706,5587,5862,5509,5261,5497,5618,5689,5514,5550,5340,5044,5178,5007,4821,4937,4602,4184,3973,3620,3377,3099,2998,2654,15487
1998-01-01,TN,924468,69743,4575834,2867707,2702338,73506,72492,71347,73040,75834,77173,77474,79105,78445,78214,76764,75798,75998,75874,74875,77645,78135,78268,80331,80844,78501,76747,71993,74111,73970,77386,81562,87505,83197,80503,80511,78660,81650,86384,90819,92161,90743,88749,88743,90040,92613,89790,86807,86496,85718,84169,80894,77196,76567,77772,80015,82908,59303,60888,62777,65396,56543,53013,50920,50988,50222,45576,45955,45381,43593,41387,41250,42248,40751,38241,39193,35548,34418,34151,33268,32028,31155,28722,26164,23775,22410,20166,18025,16632,15099,78817
1998-01-01,TX,2419724,694904,17042903,10170525,9987006,328046,318769,316111,317291,321287,325333,327205,327396,317602,311680,318387,316371,318220,319462,311484,322910,323063,318437,316649,305393,296764,292356,283111,291882,291516,298369,305874,322606,314359,309191,311654,306722,311528,320749,337427,346623,340089,337734,332267,334420,337985,321037,308282,301938,295942,290041,269736,258347,249568,252288,250970,258360,189373,192504,195437,194958,169226,157050,150657,149198,146522,133026,132828,135562,126630,122912,121347,125222,119924,115129,117558,106726,100365,100982,98026,91724,88995,83107,74258,67546,65396,55873,52431,46728,41923,227557
1998-01-01,UT,20190,86666,2059104,1082766,1083194,43406,42037,39721,38457,37523,37529,37105,37640,37631,38397,37370,37074,37814,39171,39376,41956,43191,43988,47071,45336,42116,45190,41833,40025,37565,35618,35763,35177,31089,31185,32456,30624,28810,28215,28730,30097,30954,30630,30285,30804,31204,29974,28727,28561,28190,27556,25788,23887,23003,23056,22957,23124,16607,16738,17605,18012,15485,14071,13535,13402,13318,12142,11907,12172,11048,10893,10761,10917,10637,10266,10365,9730,8889,9114,8838,8554,8431,7835,7008,6524,6055,5685,5228,4635,4210,20357
1998-01-01,VA,1392692,277553,5230673,3521274,3379644,90253,90430,89762,92097,94425,97004,97773,100144,100269,99135,97319,95259,95307,94275,92121,94825,93748,92116,94515,95110,95256,94286,89492,90541,90374,94304,98646,107672,106398,105687,105746,105131,109124,115191,120899,123802,121292,120191,118779,120030,120950,116455,111917,110099,108830,107230,101702,98184,96154,99069,101190,104798,75970,76946,77684,80550,67686,63668,59458,59121,57835,51891,50539,51062,47117,47280,46726,48569,45863,44065,44832,41244,39448,38848,37572,35982,35147,32303,29241,26686,24659,21824,19985,17897,15737,82177
1998-01-01,VT,3381,7654,589381,306425,293991,6294,6689,6682,7134,7543,7962,8177,8473,9039,9135,8884,8877,9029,9093,8762,9039,8985,8670,8779,9000,8451,7967,7048,6636,6336,6657,7789,8768,8015,7681,7483,6910,7336,8548,9305,9686,10226,10217,10111,10565,10976,10815,10315,10327,10234,10256,9871,9339,9177,9369,9282,9757,6889,6727,6924,7369,6025,5626,5155,5290,5050,4504,4642,4604,4233,4190,4086,4351,4242,4158,4205,3869,3829,3699,3664,3393,3350,3160,2698,2606,2473,2221,2202,1924,1702,9657
1998-01-01,WA,215228,461491,5092843,2899573,2869989,77778,78265,76955,78118,79981,82824,83534,86146,86941,85620,85011,83677,84934,85459,83989,85449,85921,84182,82937,79184,77399,75848,71686,72749,71444,74193,75412,81950,85659,86642,88567,85088,86940,90223,95516,100174,99368,99133,97632,99754,102672,98446,97056,95915,94850,94119,88835,85439,81992,83546,84845,86253,61967,63096,63179,64426,54218,49710,46681,46126,45129,40233,39432,39738,36601,35424,35571,36339,35378,34448,34634,32558,30930,31689,30989,30735,30400,28656,26456,24432,22703,20527,18958,17112,15112,79725
1998-01-01,WI,308347,135504,4853821,2687271,2610401,61536,62316,66019,69430,71274,73761,74690,76418,79554,80356,79898,80037,81158,81918,79949,82160,81786,80647,81116,78988,75638,72638,67117,65616,62465,63726,65995,73923,72642,71960,73018,72057,73504,78726,84371,87470,89059,88975,89224,91147,91527,88267,84462,83653,82898,81657,78489,74018,72900,72175,71151,73491,52351,52826,54839,56983,48737,45538,43557,44057,43377,40364,39355,39764,37288,36163,36557,38569,37554,37225,37588,35299,34303,34608,32928,31804,31230,29871,26639,24894,23557,22238,21272,19620,17580,92167
1998-01-01,WV,59966,11668,1743975,935024,880585,19970,20298,20674,21244,21839,21919,22474,22666,22641,22636,23216,23162,23628,24062,24063,25505,26022,26774,27613,27963,27424,26115,23858,23528,22145,23065,23666,25286,23076,22073,21582,21432,21863,23565,25264,26212,26293,26396,27164,28608,29889,29413,28527,28397,28566,29206,28288,27308,26802,27699,27996,28492,20130,20190,20504,21912,19307,18522,17633,18095,18192,16984,16609,16784,15559,15832,15302,15979,15666,15280,15797,14868,14786,14433,13881,12836,12805,11552,10538,9374,8965,8221,7531,6868,6130,30977
1998-01-01,WY,4164,14149,472474,243669,247118,6095,6458,6285,6210,6281,6502,6830,6964,7351,7376,7392,7642,8061,8523,8339,8885,8796,8612,8485,8081,7503,7046,6436,6316,6079,6026,5749,5982,5776,5597,5635,5530,5806,6184,6959,7353,7786,7934,8164,8538,8812,8703,8539,8544,8551,8579,8113,7470,7117,7205,7104,7134,5147,5339,5358,5455,4641,4360,4331,4254,4009,3799,3692,3604,3442,3334,3343,3391,3273,3157,3192,3023,2834,2739,2676,2561,2433,2314,1999,1885,1802,1610,1501,1348,1217,6286
